id,title,description,availability,condition,price,link,image_link,brand,product_type,quantity_to_sell_on_facebook
750641270,BANDEJA DE ALUMINIO F275 CON TAPA - 100U,"Conocé nuestra Bandeja de Aluminio F275 con tapa, ideal para viandas. Incluye 100 unidades que mantienen la temperatura de tus comidas. ¡Hacé tu pedido ya!",in stock,new,34483.79 ARS,https://www.g4descartables.com.ar/productos/bandeja-de-aluminio-f275-con-tapa-x-100-unidades/,https://scalelabs-ar.github.io/g4-catalogo-img/img/5079e167dd22d21b.jpg,G4 Descartables,,12
767022719,BANDEJA DE ALUMINIO F50 CON TAPA - 100U,"Descubrí nuestra bandeja de aluminio F50. Apta para horno e ideal para viandas y delivery. Un producto práctico, perfecto para eventos y reuniones.",in stock,new,30963.90 ARS,https://www.g4descartables.com.ar/productos/bandeja-de-aluminio-f50-con-tapa-x-100-unidades/,https://scalelabs-ar.github.io/g4-catalogo-img/img/a80967993c3dcdd3.jpg,G4 Descartables,,14
738213837,BANDEJA DE ALUMINIO F75 CON TAPA - 100U,"Conocé nuestra Bandeja de Aluminio F75 con tapa, ideal para viandas. Incluye 100 unidades que mantienen la temperatura de tus comidas. ¡Hacé tu pedido ya!",in stock,new,35511.08 ARS,https://www.g4descartables.com.ar/productos/bandeja-de-aluminio-f75-con-tapa-x-100-unidades/,https://scalelabs-ar.github.io/g4-catalogo-img/img/59df2428b1d72b83.jpg,G4 Descartables,,12
814307058,BANDEJA LIVIANA 617 - 100U,"Solución práctica y económica para carnicerías, restaurantes y puestos de comida rápida. Asegura una presentación impecable y facilita el almacenamiento y manipulación de los alimentos.",in stock,new,7333.81 ARS,https://www.g4descartables.com.ar/productos/bandeja-liviana-617-x-100-unidades/,https://scalelabs-ar.github.io/g4-catalogo-img/img/c2c56d63f622d745.jpg,G4 Descartables,,7
814307871,BANDEJA LIVIANA 619 - 100U,"Solución práctica y económica para carnicerías, restaurantes y puestos de comida rápida. Asegura una presentación impecable y facilita el almacenamiento y manipulación de los alimentos.",in stock,new,14804.35 ARS,https://www.g4descartables.com.ar/productos/bandeja-liviana-619-x-100-unidades/,https://scalelabs-ar.github.io/g4-catalogo-img/img/7c4dbc716d4166f0.jpg,G4 Descartables,,7
814308244,BANDEJA LIVIANA 625 - 100U,"Solución práctica y económica para carnicerías, restaurantes y puestos de comida rápida. Asegura una presentación impecable y facilita el almacenamiento y manipulación de los alimentos.",in stock,new,26778.51 ARS,https://www.g4descartables.com.ar/productos/bandeja-liviana-625-x-100-unidades/,https://scalelabs-ar.github.io/g4-catalogo-img/img/db2543be56030fcb.jpg,G4 Descartables,,4
799403174,BANDEJA POLLERA CON TAPA - 10U,Ideal para rotiserías y establecimientos de comida rápida que buscan eficiencia y practicidad en la preparación de alimentos.,in stock,new,18771.21 ARS,https://www.g4descartables.com.ar/productos/bandeja-pollera-con-tapa-x-10-unidades/,https://scalelabs-ar.github.io/g4-catalogo-img/img/75b7053b753392c9.jpg,G4 Descartables,,14
1274774177,BOBINA ECORED PANAL 48CM X 200MTS,"📦 Bobina de Embalaje Panal Ecored Biodegradable 48 cm x 200 m Bobina de embalaje tipo panal Ecored, ideal para negocios con alto volumen de envíos qu...",in stock,new,89011.84 ARS,https://www.g4descartables.com.ar/productos/bobina-ecored-panal-48cm-x-200mts/,https://scalelabs-ar.github.io/g4-catalogo-img/img/9e441d3c4327d756.jpg,G4 Descartables,,6
1533178595,BOBINA ECORED PANAL 48CM X 50MTS,"📦 Bobina de Embalaje Panal Ecored Biodegradable 48 cm x 50 m Bobina de embalaje tipo panal Ecored, una alternativa ecológica y eficiente para protege...",out of stock,new,37506.02 ARS,https://www.g4descartables.com.ar/productos/bobina-ecored-panal-48cm-x-50mts/,https://scalelabs-ar.github.io/g4-catalogo-img/img/196f4e44b6fb5c6c.jpg,G4 Descartables,,0
1533178596,BOBINA ECORED PANAL 48CM X 50MTS,"📦 Bobina de Embalaje Panal Ecored Biodegradable 48 cm x 50 m Bobina de embalaje tipo panal Ecored, una alternativa ecológica y eficiente para protege...",out of stock,new,63858.06 ARS,https://www.g4descartables.com.ar/productos/bobina-ecored-panal-48cm-x-50mts/,https://scalelabs-ar.github.io/g4-catalogo-img/img/ef6e4cd5aa7c24bd.jpg,G4 Descartables,,0
1533178598,BOBINA ECORED PANAL 48CM X 50MTS,"📦 Bobina de Embalaje Panal Ecored Biodegradable 48 cm x 50 m Bobina de embalaje tipo panal Ecored, una alternativa ecológica y eficiente para protege...",in stock,new,63858.06 ARS,https://www.g4descartables.com.ar/productos/bobina-ecored-panal-48cm-x-50mts/,https://scalelabs-ar.github.io/g4-catalogo-img/img/98c391895a1dcac9.jpg,G4 Descartables,,2
1533178599,BOBINA ECORED PANAL 48CM X 50MTS,"📦 Bobina de Embalaje Panal Ecored Biodegradable 48 cm x 50 m Bobina de embalaje tipo panal Ecored, una alternativa ecológica y eficiente para protege...",out of stock,new,63858.06 ARS,https://www.g4descartables.com.ar/productos/bobina-ecored-panal-48cm-x-50mts/,https://scalelabs-ar.github.io/g4-catalogo-img/img/95c21b57ad0c437c.jpg,G4 Descartables,,0
1533178600,BOBINA ECORED PANAL 48CM X 50MTS,"📦 Bobina de Embalaje Panal Ecored Biodegradable 48 cm x 50 m Bobina de embalaje tipo panal Ecored, una alternativa ecológica y eficiente para protege...",in stock,new,23155.89 ARS,https://www.g4descartables.com.ar/productos/bobina-ecored-panal-48cm-x-50mts/,https://scalelabs-ar.github.io/g4-catalogo-img/img/4eab50468a5de00b.jpg,G4 Descartables,,18
1473321625,"BOBINA LIMPIEZA ELEGANTE 19,5CM X 200MTS - 4U","Bobina de limpieza marca Elegante, ideal para tareas de higiene y limpieza en entornos comerciales, gastronómicos e industriales.Su gran rendimiento la convi...",in stock,new,29010.60 ARS,https://www.g4descartables.com.ar/productos/bobina-limpieza-elegante-195cm-x-200mts-4u-te7wq/,https://scalelabs-ar.github.io/g4-catalogo-img/img/0e0a44eb1101afbb.jpg,G4 Descartables,,67
1489902212,"BOBINA LIMPIEZA ELEGANTE 19,5CM X 300MTS - 2U","Bobina de limpieza marca Elegante, ideal para tareas de higiene y limpieza en entornos comerciales, gastronómicos e industriales.Su gran rendimiento la convi...",in stock,new,21824.95 ARS,https://www.g4descartables.com.ar/productos/bobina-limpieza-elegante-195cm-x-300mts-2u-1mv3n/,https://scalelabs-ar.github.io/g4-catalogo-img/img/2d5e179fe824b572.jpg,G4 Descartables,,84
1401059562,BOBINA LIMPIEZA ELEGANTE 25CM X 400MTS - 2U,"Bobina de limpieza marca Elegante, ideal para tareas de higiene y limpieza en entornos comerciales, gastronómicos e industriales.Su gran rendimiento la convi...",in stock,new,41167.93 ARS,https://www.g4descartables.com.ar/productos/bobina-limpieza-elegante-25cm-x-400mts-2u-8s4fc/,https://scalelabs-ar.github.io/g4-catalogo-img/img/da6bf51296f98eb1.jpg,G4 Descartables,,9
1430643665,BOLSA DE PAPEL ACUARIO 26x17x30 LISAS - 10U,"Bolsas de papel de 26 × 17 × 30 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",out of stock,new,4618.45 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-26x17x30-lisas-10u-ajn3v/,https://scalelabs-ar.github.io/g4-catalogo-img/img/31c1a46f761d4d4a.jpg,G4 Descartables,,0
1430614046,BOLSA DE PAPEL ACUARIO 30x12x41 LISAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,5145.77 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-lisas-10u-jj4wk/,https://scalelabs-ar.github.io/g4-catalogo-img/img/5736dd341fb92b36.jpg,G4 Descartables,,53
1430626090,BOLSA DE PAPEL ACUARIO 30x12x41 LISAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,7806.56 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-lisas-10u-jj4wk/,https://scalelabs-ar.github.io/g4-catalogo-img/img/1a20964a6cac6c21.jpg,G4 Descartables,,25
1430626092,BOLSA DE PAPEL ACUARIO 30x12x41 LISAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,7806.56 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-lisas-10u-jj4wk/,https://scalelabs-ar.github.io/g4-catalogo-img/img/f87c57cd2e98fe5a.jpg,G4 Descartables,,17
1430626093,BOLSA DE PAPEL ACUARIO 30x12x41 LISAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,6405.86 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-lisas-10u-jj4wk/,https://scalelabs-ar.github.io/g4-catalogo-img/img/51467c31018fc148.jpg,G4 Descartables,,77
1430626094,BOLSA DE PAPEL ACUARIO 30x12x41 LISAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,7806.56 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-lisas-10u-jj4wk/,https://scalelabs-ar.github.io/g4-catalogo-img/img/2996d2614d5df526.jpg,G4 Descartables,,13
1430626097,BOLSA DE PAPEL ACUARIO 30x12x41 LISAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,7806.56 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-lisas-10u-jj4wk/,https://scalelabs-ar.github.io/g4-catalogo-img/img/68b29d90c5f87c96.jpg,G4 Descartables,,8
1430626098,BOLSA DE PAPEL ACUARIO 30x12x41 LISAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",out of stock,new,7806.56 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-lisas-10u-jj4wk/,https://scalelabs-ar.github.io/g4-catalogo-img/img/f1f04955f62876ae.jpg,G4 Descartables,,0
1430626099,BOLSA DE PAPEL ACUARIO 30x12x41 LISAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,7806.56 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-lisas-10u-jj4wk/,https://scalelabs-ar.github.io/g4-catalogo-img/img/63ae538df4709c87.jpg,G4 Descartables,,14
1430686603,BOLSA DE PAPEL ACUARIO 30x12x41 LISAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,7806.56 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-lisas-10u-jj4wk/,https://scalelabs-ar.github.io/g4-catalogo-img/img/627a85c30c5b4667.jpg,G4 Descartables,,14
1430634182,BOLSA DE PAPEL ACUARIO 30x12x41 TEMÁTICAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,11855.94 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-tematicas-10u-6e6xb/,https://scalelabs-ar.github.io/g4-catalogo-img/img/3e0c477624e29856.jpg,G4 Descartables,,10
1430634183,BOLSA DE PAPEL ACUARIO 30x12x41 TEMÁTICAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,11855.94 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-tematicas-10u-6e6xb/,https://scalelabs-ar.github.io/g4-catalogo-img/img/44b222e95069b3dc.jpg,G4 Descartables,,3
1430634184,BOLSA DE PAPEL ACUARIO 30x12x41 TEMÁTICAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,11855.94 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-tematicas-10u-6e6xb/,https://scalelabs-ar.github.io/g4-catalogo-img/img/01ef899259610405.jpg,G4 Descartables,,12
1430634186,BOLSA DE PAPEL ACUARIO 30x12x41 TEMÁTICAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,11855.94 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-tematicas-10u-6e6xb/,https://scalelabs-ar.github.io/g4-catalogo-img/img/7c50b90e651ea871.jpg,G4 Descartables,,16
1430634187,BOLSA DE PAPEL ACUARIO 30x12x41 TEMÁTICAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,11855.94 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-tematicas-10u-6e6xb/,https://scalelabs-ar.github.io/g4-catalogo-img/img/8a0b498fa43bf077.jpg,G4 Descartables,,14
1430634189,BOLSA DE PAPEL ACUARIO 30x12x41 TEMÁTICAS - 10U,"Bolsas de papel de 30 × 12 × 41 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,11855.94 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-30x12x41-tematicas-10u-6e6xb/,https://scalelabs-ar.github.io/g4-catalogo-img/img/adf8e89ea9ebd2ee.jpg,G4 Descartables,,8
1430652717,BOLSA DE PAPEL ACUARIO 45x15x48 LISAS - 10U,"Bolsas de papel de 45 × 15 × 48 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,7093.50 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-45x15x48-lisas-10u-1lssa/,https://scalelabs-ar.github.io/g4-catalogo-img/img/70b2bdb1438bbfb5.jpg,G4 Descartables,,12
1430656909,BOLSA DE PAPEL ACUARIO 45x15x48 LISAS - 10U,"Bolsas de papel de 45 × 15 × 48 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,8866.03 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-acuario-45x15x48-lisas-10u-1lssa/,https://scalelabs-ar.github.io/g4-catalogo-img/img/aaf5a14e3b2c19dc.jpg,G4 Descartables,,9
1589809179,BOLSA DE PAPEL AMARILLA 22X10X30 - 10U,"Bolsas de papel de 22 × 10 × 30 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,5854.46 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-amarilla-22x10x30-10u-f8plc/,https://scalelabs-ar.github.io/g4-catalogo-img/img/ea6a0b6d17fe1f85.jpg,G4 Descartables,,14
1589058278,BOLSA DE PAPEL AMARILLA 14X08X20 - 10U,"Bolsas de papel de 14 × 8 × 20 cm, ideales para comercios, gastronomía y uso diario.Están fabricadas bajo procesos responsables y con materiales pensados par...",in stock,new,4514.15 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-amarillaa-14x08x20-10u-ncsvw/,https://scalelabs-ar.github.io/g4-catalogo-img/img/feed8dc579624515.jpg,G4 Descartables,,25
1589059930,BOLSA DE PAPEL AZUL 14X08X20 - 10U,"Bolsas de papel de 14 × 8 × 20 cm, ideales para comercios, gastronomía y uso diario.Están fabricadas bajo procesos responsables y con materiales pensados par...",in stock,new,4514.15 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-azul-14x08x20-10u-1x33e/,https://scalelabs-ar.github.io/g4-catalogo-img/img/a5a75d7d77fc2932.jpg,G4 Descartables,,15
1589809472,BOLSA DE PAPEL AZUL 22X10X30 - 10U,"Bolsas de papel de 22 × 10 × 30 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,5854.46 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-azul-22x10x30-10u-227bt/,https://scalelabs-ar.github.io/g4-catalogo-img/img/044a0edb1db5eb59.jpg,G4 Descartables,,18
1599833449,BOLSA DE PAPEL BAUHAUS 22X10X30 - 10U,"Bolsas de papel de 22 × 10 × 30 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,8241.55 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-bauhaus-22x10x30-10u-xz7x3/,https://scalelabs-ar.github.io/g4-catalogo-img/img/3ed98f38e27d6dca.jpg,G4 Descartables,,20
1589477083,BOLSA DE PAPEL BIG PATITO 14X08X20 - 10U,"Bolsas de papel de 14 × 8 × 20 cm, ideales para comercios, gastronomía y uso diario.Están fabricadas bajo procesos responsables y con materiales pensados par...",in stock,new,5847.57 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-big-patito-14x08x20-10u-n8d3c/,https://scalelabs-ar.github.io/g4-catalogo-img/img/18f30a25a21ff90f.jpg,G4 Descartables,,9
1589055182,BOLSA DE PAPEL BLANCA 14X08X20 - 10U,"Bolsas de papel de 14 × 8 × 20 cm, ideales para comercios, gastronomía y uso diario.Están fabricadas bajo procesos responsables y con materiales pensados par...",in stock,new,3853.25 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-blanca-14x08x20-10u-17dej/,https://scalelabs-ar.github.io/g4-catalogo-img/img/b95a19cb8a9519e8.jpg,G4 Descartables,,72
1589487028,BOLSA DE PAPEL BLANCA 14X08X26 - 10U,"Bolsas de papel de 14 × 8 × 26 cm, ideales para comercios, gastronomía y uso diario.Están fabricadas bajo procesos responsables y con materiales pensados par...",in stock,new,3968.68 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-blanca-14x08x26-10u-mkdmc/,https://scalelabs-ar.github.io/g4-catalogo-img/img/5d7c3e02247a8e0a.jpg,G4 Descartables,,137
1589493694,BOLSA DE PAPEL BLANCA 14X08X40 - 10U,"Bolsas de papel de 14 × 8 × 40 cm, ideales para comercios, gastronomía y uso diario.Están fabricadas bajo procesos responsables y con materiales pensados par...",in stock,new,4744.41 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-blanca-14x08x40-10u-1ciqr/,https://scalelabs-ar.github.io/g4-catalogo-img/img/e31fa903a3d459be.jpg,G4 Descartables,,26
1589809780,BOLSA DE PAPEL BLANCA 22X10X30 - 10U,"Bolsas de papel de 22 × 10 × 30 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,4866.74 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-blanca-22x10x30-10u-1eohm/,https://scalelabs-ar.github.io/g4-catalogo-img/img/714c895c24de83b0.jpg,G4 Descartables,,60
1589818675,BOLSA DE PAPEL BLUE BOW 22X10X30 - 10U,"Bolsas de papel de 22 × 10 × 30 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,8241.55 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-blue-cow-22x10x30-10u-1hjgb/,https://scalelabs-ar.github.io/g4-catalogo-img/img/d0573891d3ecba64.jpg,G4 Descartables,,16
1599841265,BOLSA DE PAPEL CAMUFLADA 22X10X30 - 10U,"Bolsas de papel de 22 × 10 × 30 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,8241.55 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-camuflada-22x10x30-10u-dp4uv/,https://scalelabs-ar.github.io/g4-catalogo-img/img/ddcd321748fd18c0.jpg,G4 Descartables,,20
1589130376,BOLSA DE PAPEL CARDAMOMO 14X08X20 - 10U,"Bolsas de papel de 14 × 8 × 20 cm, ideales para comercios, gastronomía y uso diario.Están fabricadas bajo procesos responsables y con materiales pensados par...",in stock,new,4514.15 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-cardamomo-14x08x20-10u-hum16/,https://scalelabs-ar.github.io/g4-catalogo-img/img/5cbc57275c3577c9.jpg,G4 Descartables,,71
1589819183,BOLSA DE PAPEL CITIES 22X10X30 - 10U,"Bolsas de papel de 22 × 10 × 30 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,8241.55 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-cities-22x10x30-10u-7wwxm/,https://scalelabs-ar.github.io/g4-catalogo-img/img/1fead1ec025db362.jpg,G4 Descartables,,5
1589494695,BOLSA DE PAPEL COLOR VINO 14X08X40 - 10U,"Bolsas de papel de 14 × 8 × 40 cm, ideales para comercios, gastronomía y uso diario.Están fabricadas bajo procesos responsables y con materiales pensados par...",in stock,new,7353.53 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-color-vino-14x08x40-10u-5p9bt/,https://scalelabs-ar.github.io/g4-catalogo-img/img/aaca7785dab0bc95.jpg,G4 Descartables,,16
1589497456,BOLSA DE PAPEL COLOUR WINE 14X08X40 - 10U,"Bolsas de papel de 14 × 8 × 40 cm, ideales para comercios, gastronomía y uso diario.Están fabricadas bajo procesos responsables y con materiales pensados par...",in stock,new,7353.53 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-colour-wine-14x08x40-10u-12iod/,https://scalelabs-ar.github.io/g4-catalogo-img/img/faad0c0cfe36aa56.jpg,G4 Descartables,,28
1599830040,BOLSA DE PAPEL CULTURA ARGENTO 22X10X30 - 10U,"Bolsas de papel de 22 × 10 × 30 cm, ideales para comercios, gastronomía y take away.Fabricadas bajo procesos responsables, ofrecen una solución práctica y su...",in stock,new,8241.55 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-cultura-argento-22x10x30-10u-1e7sx/,https://scalelabs-ar.github.io/g4-catalogo-img/img/3ad608aba7b16a18.jpg,G4 Descartables,,20
1589062503,BOLSA DE PAPEL FUCSIA 14X08X20 - 10U,"Bolsas de papel de 14 × 8 × 20 cm, ideales para comercios, gastronomía y uso diario.Están fabricadas bajo procesos responsables y con materiales pensados par...",in stock,new,4514.15 ARS,https://www.g4descartables.com.ar/productos/bolsa-de-papel-fucsia-14x08x20-10u-1jeuw/,https://scalelabs-ar.github.io/g4-catalogo-img/img/b6d2b6a7c7f81a5f.jpg,G4 Descartables,,32
